Physician_ID,First_Name,Last_Name,Title,Company_Name,City,State,Zip_Code,Ownership_Type,Entity_Type,Ticker,Parent_Company,Parent_Country,Ultimate_Parent_Company,Ultimate_Parent_Country,Industry,SIC8_Code,SIC8_Description,SIC4_.Code,SIC4_Description
P1604,Sandra,Fenwick,Director,"Teladoc Health, Inc.",Purchase,New York,10577,Public,Parent,TDOC,"Teladoc Health, Inc.",United States,"Teladoc Health, Inc.",United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1605,William,Frist,Independent Director,"Teladoc Health, Inc.",Purchase,New York,10577,Public,Parent,TDOC,"Teladoc Health, Inc.",United States,"Teladoc Health, Inc.",United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1606,Catherine,Jacobson,Independent Director,"Teladoc Health, Inc.",Purchase,New York,10577,Public,Parent,TDOC,"Teladoc Health, Inc.",United States,"Teladoc Health, Inc.",United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1607,Thomas,McKinley,Independent Director,"Teladoc Health, Inc.",Purchase,New York,10577,Public,Parent,TDOC,"Teladoc Health, Inc.",United States,"Teladoc Health, Inc.",United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1608,Kenneth,Paulus,Independent Director,"Teladoc Health, Inc.",Purchase,New York,10577,Public,Parent,TDOC,"Teladoc Health, Inc.",United States,"Teladoc Health, Inc.",United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1609,David,Shedlarz,Independent Director,"Teladoc Health, Inc.",Purchase,New York,10577,Public,Parent,TDOC,"Teladoc Health, Inc.",United States,"Teladoc Health, Inc.",United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1610,Mark,Smith,Independent Director,"Teladoc Health, Inc.",Purchase,New York,10577,Public,Parent,TDOC,"Teladoc Health, Inc.",United States,"Teladoc Health, Inc.",United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1611,Hemant,Taneja,Director,"Teladoc Health, Inc.",Purchase,New York,10577,Public,Parent,TDOC,"Teladoc Health, Inc.",United States,"Teladoc Health, Inc.",United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1612,Glen,Tullman,Director,"Teladoc Health, Inc.",Purchase,New York,10577,Public,Parent,TDOC,"Teladoc Health, Inc.",United States,"Teladoc Health, Inc.",United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1613,Bill,Alexander,Chief Executive Officer,"Tennessee Oncology, Pllc",Nashville,Tennessee,37203,Private,Parent,NA,"Tennessee Oncology, Pllc",United States,"Tennessee Oncology, Pllc",United States,Physicians and Health Practitioners,80110108,Oncologist,8011,Offices and Clinics of Doctors of Medicine
P1614,Nathan,Vooys,Ceo,"Terre Haute Regional Hospital, L.P.",Terre Haute,Indiana,47802,Partnership,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1615,Patricia,Fernandez,Chief Executive Officer,The Bedford Stuyvesant Family Health Center Inc,Brooklyn,New York,11216,Nonprofit,Parent,NA,The Bedford Stuyvesant Family Health Center Inc,United States,The Bedford Stuyvesant Family Health Center Inc,United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P1616,Tharon,Mcdonald,Chief Financial Officer,The Bedford Stuyvesant Family Health Center Inc,Brooklyn,New York,11216,Nonprofit,Parent,NA,The Bedford Stuyvesant Family Health Center Inc,United States,The Bedford Stuyvesant Family Health Center Inc,United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P1617,Thomas,Barth,Chairman,The Bellevue Hospital,Bellevue,Ohio,44811,Nonprofit,Parent,NA,The Bellevue Hospital,United States,The Bellevue Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1618,Carol,Dozier,President/Ceo,The Bethany Circle of King's Daughters' of Madison Indiana Inc,Madison,Indiana,47250,Nonprofit,Parent,NA,The Bethany Circle of King's Daughters' of Madison Indiana Inc,United States,The Bethany Circle of King's Daughters' of Madison Indiana Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1619,Michael,Tarantino,Chief Executive Officer,The Bleeding & Clotting Disorders Institute,Peoria,Illinois,61615,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110105,"Internal medicine, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
P1620,Becky,Burns,Chief Operating Officer / Chief Financial Officer,The Bleeding & Clotting Disorders Institute,Peoria,Illinois,61615,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110105,"Internal medicine, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
P1621,Clifford,Sales,Chief Executive Officer,The Cardiovascular Care Group,Westfield,New Jersey,7090,Private,Parent,NA,The Cardiovascular Care Group,United States,The Cardiovascular Care Group,United States,Physicians and Health Practitioners,80110101,Cardiologist and cardio-vascular specialist,8011,Offices and Clinics of Doctors of Medicine
P1622,Puneet,Kumar,Ceo,The Carrier Clinic Medical Association,Belle Mead,New Jersey,8502,Private,Subsidiary,NA,Carrier Foundation Inc,United States,Carrier Foundation Inc,United States,Physicians and Health Practitioners,80110402,Psychiatrist,8011,Offices and Clinics of Doctors of Medicine
P1623,Laura,Montgomery,President & Ceo,The Center For Individual and Family Services Inc,Mansfield,Ohio,44907,Nonprofit,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1624,Douglas,Wisor,Chief Executive Officer,The Center For Pain Management LLC,Rockville,Maryland,20852,Private,Parent,NA,The Center For Pain Management LLC,United States,The Center For Pain Management LLC,United States,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
P1625,Michael,Duncan,President And Chief Executive Officer,The Chester County Hospital,West Chester,Pennsylvania,19380,Nonprofit,Subsidiary,NA,Chester County Hospital and Health System,United States,The Trustees of The University of Pennsylvania,United States,Hospitals,80629907,"Hospital, AMA approved residency",8062,General Medical and Surgical Hospitals
P1626,Michael,Patota,Chief Executive Officer,The Child and Family Guidance Center Inc,Bridgeport,Connecticut,6604,Private,Parent,NA,The Child and Family Guidance Center Inc,United States,The Child and Family Guidance Center Inc,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1627,Traci,Donnelly,Chief Executive Officer,The Child Center of NY Inc,Forest Hills,New York,11375,Nonprofit,Parent,NA,The Child Center of NY Inc,United States,The Child Center of NY Inc,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1628,Hector,Rincon,Chief Executive Officer,The Children's Hospital Corporation,Boston,Massachusetts,2115,Nonprofit,Parent,NA,The Children's Hospital Corporation,United States,The Children's Hospital Corporation,United States,Hospitals,80699901,Childrens' hospital,8069,"Specialty Hospitals, Except Psychiatric"
P1629,Pat,Gelinas,Chief Executive Officer,The Children's Hospital Corporation,Boston,Massachusetts,2115,Nonprofit,Parent,NA,The Children's Hospital Corporation,United States,The Children's Hospital Corporation,United States,Hospitals,80699901,Childrens' hospital,8069,"Specialty Hospitals, Except Psychiatric"
P1630,Shikha,Sundaram,Ceo,The Children's Hospital Corporation,Boston,Massachusetts,2115,Nonprofit,Parent,NA,The Children's Hospital Corporation,United States,The Children's Hospital Corporation,United States,Hospitals,80699901,Childrens' hospital,8069,"Specialty Hospitals, Except Psychiatric"
P1631,James,Mandell,Chief Executive Officer,The Children's Hospital Corporation,Boston,Massachusetts,2115,Nonprofit,Parent,NA,The Children's Hospital Corporation,United States,The Children's Hospital Corporation,United States,Hospitals,80699901,Childrens' hospital,8069,"Specialty Hospitals, Except Psychiatric"
P1632,William,Rossi,President-Chief Executive Officer,The Children's Hospital Corporation,Boston,Massachusetts,2115,Nonprofit,Parent,NA,The Children's Hospital Corporation,United States,The Children's Hospital Corporation,United States,Hospitals,80699901,Childrens' hospital,8069,"Specialty Hospitals, Except Psychiatric"
P1633,M,Ingerman,President And Ceo,The Children's Hospital of Philadelphia,Philadelphia,Pennsylvania,19104,Nonprofit,Parent,NA,The Children's Hospital of Philadelphia,United States,The Children's Hospital of Philadelphia,United States,Hospitals,80699901,Childrens' hospital,8069,"Specialty Hospitals, Except Psychiatric"
P1634,David,Miles,President &amp; Chief Executive Officer,The Children's Institute of Pittsburgh,Pittsburgh,Pennsylvania,15217,Nonprofit,Parent,NA,The Children's Institute of Pittsburgh,United States,The Children's Institute of Pittsburgh,United States,Hospitals,80699901,Childrens' hospital,8069,"Specialty Hospitals, Except Psychiatric"
P1635,Kevin,Colton,Chief Executive Officer,The Childrens Medical Group P C,Atlanta,Georgia,30345,Private,Parent,NA,The Childrens Medical Group P C,United States,The Childrens Medical Group P C,United States,Physicians and Health Practitioners,80110516,Pediatrician,8011,Offices and Clinics of Doctors of Medicine
P1636,Arturo,Polizzi,President And Ceo,The Christ Hospital,Cincinnati,Ohio,45219,Private,Parent,NA,The Christ Hospital,United States,The Christ Hospital,United States,Hospitals,80629902,"Hospital, med school affiliated with nursing and residency",8062,General Medical and Surgical Hospitals
P1637,Keith,Richardson,President / Chief Executive Officer,The City Hospital Association,East Liverpool,Ohio,43920,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1638,Conor,Delaney,President and CEO,The Cleveland Clinic Foundation,Cleveland,Ohio,44195,Nonprofit,Parent,NA,The Cleveland Clinic Foundation,United States,The Cleveland Clinic Foundation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1639,Eric,Boose,Associate Chief Cleveland Clinic Medical Information Office,The Cleveland Clinic Foundation,Cleveland,Ohio,44195,Nonprofit,Parent,NA,The Cleveland Clinic Foundation,United States,The Cleveland Clinic Foundation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1640,Leslie,Jurecko,Chief Scientific and Quality Officer,The Cleveland Clinic Foundation,Cleveland,Ohio,44195,Nonprofit,Parent,NA,The Cleveland Clinic Foundation,United States,The Cleveland Clinic Foundation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1641,Rusty,Degeorge,Chief Executive Officer,The Conrad / Pearson Clinic PC,Germantown,Tennessee,38138,Private,Parent,NA,The Conrad / Pearson Clinic PC,United States,The Conrad / Pearson Clinic PC,United States,Physicians and Health Practitioners,80110523,Urologist,8011,Offices and Clinics of Doctors of Medicine
P1642,Rafat,Ahmed,Chief Executive Officer,The Cooper Health System,Camden,New Jersey,8103,Nonprofit,Parent,NA,The Cooper Health System,United States,The Cooper Health System,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1643,Sidney,Brown,Chief Executive Officer,The Cooper Health System,Camden,New Jersey,8103,Nonprofit,Parent,NA,The Cooper Health System,United States,The Cooper Health System,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1644,Tina,Champagne,Chief Executive Officer,The Cutchins Programs For Children and Families Inc,Northampton,Massachusetts,1060,Nonprofit,Parent,NA,The Cutchins Programs For Children and Families Inc,United States,The Cutchins Programs For Children and Families Inc,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1645,William,Ziefle,Chief Executive Officer,The Dan Foundation Inc,Durham,North Carolina,27705,Private,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
P1646,Luke,Standeffer,"Senior Vice President, Tuscaloosa",The DCH Health Care Authority,Tuscaloosa,Alabama,35401,Nonprofit,Parent,NA,The DCH Health Care Authority,United States,The DCH Health Care Authority,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1647,Andrea,Abbott,"Assistant Professor, Department of Diagnostic",The Fox Chase Cancer Center Foundation,Philadelphia,Pennsylvania,19111,Nonprofit,Subsidiary,NA,"Temple University Health System, Inc.",United States,Temple University-Of The Commonwealth System of Higher Education,United States,Hospitals,80690201,Cancer hospital,8069,"Specialty Hospitals, Except Psychiatric"
P1648,Michael,Stapleton,President / Chief Executive Officer,The Frederick Ferris Thompson Hospital,Canandaigua,New York,14424,Nonprofit,Parent,NA,The Frederick Ferris Thompson Hospital,United States,The Frederick Ferris Thompson Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1649,Tonya,Westbury,Chief Executive Officer,The Griffin Hospital,Derby,Connecticut,6418,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1650,Amy,Gelles,Chief Executive Officer,The Guidance Center of Westchester Inc,Mount Vernon,New York,10553,Nonprofit,Parent,NA,The Guidance Center of Westchester Inc,United States,The Guidance Center of Westchester Inc,United States,Physicians and Health Practitioners,80110402,Psychiatrist,8011,Offices and Clinics of Doctors of Medicine
P1651,Dennis,Johnson,President And Ceo,The Hardin Memorial Hospital Foundation Inc,Elizabethtown,Kentucky,42701,Nonprofit,Subsidiary,NA,"Baptist Healthcare System, Inc.",United States,"Baptist Healthcare System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1652,Matthew,Gutwein,President & Ceo,The Health & Hospital Corp of Marion County,Indianapolis,Indiana,46205,Private,Parent,NA,The Health & Hospital Corp of Marion County,United States,The Health & Hospital Corp of Marion County,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1653,Paul,Babcock,President & Chief Executive Officer,The Health & Hospital Corp of Marion County,Indianapolis,Indiana,46205,Private,Parent,NA,The Health & Hospital Corp of Marion County,United States,The Health & Hospital Corp of Marion County,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1654,Jerry,Vagnier,President & Chief Executive Officer,The Helen Ross McNabb Center Inc,Knoxville,Tennessee,37917,Nonprofit,Parent,NA,The Helen Ross McNabb Center Inc,United States,The Helen Ross McNabb Center Inc,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1655,Louis,Shapiro,President and CEO,The Hospital For Special Surgery Pho Inc,New York,New York,10021,Nonprofit,Parent,NA,The Hospital For Special Surgery Pho Inc,United States,The Hospital For Special Surgery Pho Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1656,S. Louis,Bridges,"Physician-in-Chief and Chairman, Division of Rheumatology",The Hospital For Special Surgery Pho Inc,New York,New York,10021,Nonprofit,Parent,NA,The Hospital For Special Surgery Pho Inc,United States,The Hospital For Special Surgery Pho Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1657,Benjamin,Rosen,"Chairman, Immunology and Inflammation Research",The Hospital For Special Surgery Pho Inc,New York,New York,10021,Nonprofit,Parent,NA,The Hospital For Special Surgery Pho Inc,United States,The Hospital For Special Surgery Pho Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1658,Bryan,Kelly,Surgeon-in-Chief and Medical Director,The Hospital For Special Surgery Pho Inc,New York,New York,10021,Nonprofit,Parent,NA,The Hospital For Special Surgery Pho Inc,United States,The Hospital For Special Surgery Pho Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1659,Mark,Baker,Chief Executive Officer,The Hughston Clinic P C,Columbus,Georgia,31909,Private,Parent,NA,The Hughston Clinic P C,United States,The Hughston Clinic P C,United States,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
P1660,Joyce,Duncan,Vice President And Chief Financial Officer,The Hughston Clinic P C,Columbus,Georgia,31909,Private,Parent,NA,The Hughston Clinic P C,United States,The Hughston Clinic P C,United States,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
P1661,Chris,Wiggins,Chief Financial Officer,The Hughston Clinic P C,Columbus,Georgia,31909,Private,Parent,NA,The Hughston Clinic P C,United States,The Hughston Clinic P C,United States,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
P1662,Neil,Calman,MD President and Chief Executive Officer,The Institute For Family Health,New York,New York,10035,Nonprofit,Parent,NA,The Institute For Family Health,United States,The Institute For Family Health,United States,Physicians and Health Practitioners,80110201,Ambulatory surgical center,8011,Offices and Clinics of Doctors of Medicine
P1663,Linda,Depiano,Chief Executive Officer,The Jerome Golden Center For Behavioral Health Inc,West Palm Beach,Florida,33407,Nonprofit,Parent,NA,The Jerome Golden Center For Behavioral Health Inc,United States,The Jerome Golden Center For Behavioral Health Inc,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1664,Mary,Myers,President And Ceo,THE JOHNS HOPKINS HEALTH SYSTEM CORPORATION,Baltimore,Maryland,21287,Nonprofit,Parent,NA,THE JOHNS HOPKINS HEALTH SYSTEM CORPORATION,United States,THE JOHNS HOPKINS HEALTH SYSTEM CORPORATION,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1665,Kathleen,Lalli,Chief Executive Officer,The Kensington Hospital,Philadelphia,Pennsylvania,19122,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80629907,"Hospital, AMA approved residency",8062,General Medical and Surgical Hospitals
P1666,Amelia,Collins,Chief Executive Officer,The Longstreet Clinic P C,Gainesville,Georgia,30501,Private,Parent,NA,The Longstreet Clinic P C,United States,The Longstreet Clinic P C,United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
P1667,Donna,Casey,Chief Nursing Officer,The Lower Bucks Hospital,Bristol,Pennsylvania,19007,Nonprofit,Subsidiary,NA,Prime Healthcare Services Inc,United States,"Prime Healthcare Foundation, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1668,William,Streck,"President, And Ceo",The Mary Imogene Bassett Hospital,Cooperstown,New York,13326,Nonprofit,Parent,NA,The Mary Imogene Bassett Hospital,United States,The Mary Imogene Bassett Hospital,United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
P1669,Tommy,Ibrahim,"President And Ceo, Bassett Healthcare Network",The Mary Imogene Bassett Hospital,Cooperstown,New York,13326,Nonprofit,Parent,NA,The Mary Imogene Bassett Hospital,United States,The Mary Imogene Bassett Hospital,United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
P1670,W. Gerald,Austen,Chairman of the Chiefs' Council,The Massachusetts General Hospital,Boston,Massachusetts,2114,Private,Subsidiary,NA,Mass General Brigham Incorporated,United States,Mass General Brigham Incorporated,United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1671,Joan,Miller,Chief of Ophthalmology,The Massachusetts General Hospital,Boston,Massachusetts,2114,Private,Subsidiary,NA,Mass General Brigham Incorporated,United States,Mass General Brigham Incorporated,United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1672,Sandra,Lobert,Chief Executive Officer,The McCullough-Hyde Memorial Hospital Incorporated,Oxford,Ohio,45056,Nonprofit,Parent,NA,The McCullough-Hyde Memorial Hospital Incorporated,United States,The McCullough-Hyde Memorial Hospital Incorporated,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1673,David,Cole,President,The Medical University of South Carolina,Charleston,South Carolina,29425,Private,Subsidiary,NA,Executive Office of The State of South Carolina,United States,State of South Carolina,United States,Hospitals,80629902,"Hospital, med school affiliated with nursing and residency",8062,General Medical and Surgical Hospitals
P1674,Charlotte,Ostman,Chief Executive Officer,The Mental Health Association of Westchester County Inc,Tarrytown,New York,10591,Nonprofit,Parent,NA,The Mental Health Association of Westchester County Inc,United States,The Mental Health Association of Westchester County Inc,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1675,Peter,Janelle,President And Chief Executive Officer,The Mental Health Center of Greater Manchester Inc,Manchester,New Hampshire,3103,Nonprofit,Parent,NA,The Mental Health Center of Greater Manchester Inc,United States,The Mental Health Center of Greater Manchester Inc,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1676,Matt,Doyle,President and CEO,The Methodist Hospitals Inc,Gary,Indiana,46402,Nonprofit,Parent,NA,The Methodist Hospitals Inc,United States,The Methodist Hospitals Inc,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
P1677,David,Stark,President and Chief Executive Officer,The Methodist Medical Center of Illinois,Peoria,Illinois,61636,Nonprofit,Subsidiary,NA,Methodist Health Services Corporation,United States,Iowa Health System,United States,Hospitals,80629902,"Hospital, med school affiliated with nursing and residency",8062,General Medical and Surgical Hospitals
P1678,Maria,Ducharme,President,The Miriam Hospital,Providence,Rhode Island,2906,Nonprofit,Parent,NA,The Miriam Hospital,United States,The Miriam Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1679,Mavis,Nimoh,"Executive Director, The Center for Prisoner Health and Human Rights",The Miriam Hospital,Providence,Rhode Island,2906,Nonprofit,Parent,NA,The Miriam Hospital,United States,The Miriam Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1680,Mark,Adams,President; Chief Executive Officer; MIS; Manager,The Mississippi Methodist Hospital and Rehabilitation Center Inc,Jackson,Mississippi,39216,Nonprofit,Parent,NA,The Mississippi Methodist Hospital and Rehabilitation Center Inc,United States,The Mississippi Methodist Hospital and Rehabilitation Center Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1681,Gino,Santorio,President/Ceo,The North Broward Hospital District Federal Credit Union,Fort Lauderdale,Florida,33316,Private,Parent,NA,The North Broward Hospital District Federal Credit Union,United States,The North Broward Hospital District Federal Credit Union,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1682,Timothy,Carrabine,Chief Executive Officer;Director;Md,The Oak Clinic,Uniontown,Ohio,44685,Private,Independent,NA,NA,NA,NA,NA,Outpatient Care,80930000,"Specialty outpatient clinics, nec",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1683,Orlando,Simonetti,Chief Executive Officer,The Ohio State University Wexner Medical Center,Columbus,Ohio,43210,Private,Subsidiary,NA,The Ohio State University,United States,The Ohio State University,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1684,Tracy,Causey,Chief Executive Officer,The Orthopedic Center,Huntsville,Alabama,35801,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
P1685,Kurt,Carlson,"President, Chief Executive Officer",The Otis R Bowen Center For Human Services Inc,Warsaw,Indiana,46580,Nonprofit,Parent,NA,The Otis R Bowen Center For Human Services Inc,United States,The Otis R Bowen Center For Human Services Inc,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1686,Heather,Wright,Ceo,The Pain Treatment Center Inc,Lexington,Kentucky,40503,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110502,Anesthesiologist,8011,Offices and Clinics of Doctors of Medicine
P1687,Michelle,Neville,Chief Executive Officer,The Pavilion At Healthpark LLC,Fort Myers,Florida,33908,Private,Subsidiary,NA,"Acadia Healthcare Company, Inc.",United States,"Acadia Healthcare Company, Inc.",United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1688,Tomi,Ryba,President And Chief Executive Officer,The Regional Medical Center of Orangeburg & Calhoun Counties,Orangeburg,South Carolina,29118,Nonprofit,Parent,NA,The Regional Medical Center of Orangeburg & Calhoun Counties,United States,The Regional Medical Center of Orangeburg & Calhoun Counties,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1689,Richard,Donnelly,Chief Executive Officer,The Retina Group of Washington PC,Chevy Chase,Maryland,20815,Private,Parent,NA,The Retina Group of Washington PC,United States,The Retina Group of Washington PC,United States,Physicians and Health Practitioners,80110513,Ophthalmologist,8011,Offices and Clinics of Doctors of Medicine
P1690,Bruce,Roesler,Chief Executive Officer,The Richland Hospital Inc,Richland Center,Wisconsin,53581,Nonprofit,Parent,NA,The Richland Hospital Inc,United States,The Richland Hospital Inc,United States,Physicians and Health Practitioners,80110200,Medical centers,8011,Offices and Clinics of Doctors of Medicine
P1691,Jim,Peace,Chief Executive Officer,The Russell Hospital Corporation,Alexander City,Alabama,35010,Nonprofit,Subsidiary,NA,"Medical Park Healthcare Center, Inc.",United States,"Medical Park Healthcare Center, Inc.",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
P1692,Claudio,Fort,President And Chief Executive Officer,The Rutland Hospital Inc Act 220,Rutland,Vermont,5701,Nonprofit,Parent,NA,The Rutland Hospital Inc Act 220,United States,The Rutland Hospital Inc Act 220,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1693,Pierre,Sy,Chief Executive Officer,The Society of Gynecologic Oncology,Chicago,Illinois,60606,Nonprofit,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
P1694,Kelly,Macken-Marble,South Bend Clinic s Chief Executive Officer,The South Bend Clinic LLP,South Bend,Indiana,46617,Partnership,Parent,NA,The South Bend Clinic LLP,United States,The South Bend Clinic LLP,United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P1695,Dave,Ross,Chief Executive Officer and President,The Task Force For Global Health Inc,Decatur,Georgia,30030,Nonprofit,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80990201,Health screening service,8099,"Health and Allied Services, Not Elsewhere Classified"
P1696,Mark,Ishaug,Ceo,The Thresholds,Chicago,Illinois,60613,Nonprofit,Parent,NA,The Thresholds,United States,The Thresholds,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1697,Dan,Adams,Chief Executive Officer,The Union Hospital of Cecil County Health Services Inc,Elkton,Maryland,21921,Private,Subsidiary,NA,"Affinity Health Alliance, Inc.",United States,"Affinity Health Alliance, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
