Company_ID,Company_Name,City,State,Zip_Code,Number_Physicians,Revenue_Millions,Profit_Millions,Asset_Millions,Employees_Single_Site,Employees_All_Sites,Ownership_Type,Entity_Type,Ticker,Parent_Company,Parent_Country,Ultimate_Parent_Company,Ultimate_Parent_Country,Industry,SIC8_Code,SIC8_Description,SIC4_.Code,SIC4_Description
C1069,"Southcoast Visiting Nurse Association, Inc",Fairhaven,Massachusetts,2719,1,35,NA,18,215,400,Nonprofit,Parent,NA,"Southcoast Visiting Nurse Association, Inc",United States,"Southcoast Visiting Nurse Association, Inc",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1070,Southeastern Ohio Regional Medical Center,Cambridge,Ohio,43725,1,106,NA,68,40,660,Nonprofit,Parent,NA,Southeastern Ohio Regional Medical Center,United States,Southeastern Ohio Regional Medical Center,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1071,"Southeastern Orthopaedic Specialists, P.A.",Greensboro,North Carolina,27401,1,7,NA,0,30,65,Private,Parent,NA,"Southeastern Orthopaedic Specialists, P.A.",United States,"Southeastern Orthopaedic Specialists, P.A.",United States,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
C1072,Southeastern Psychiatric Management Inc,Gadsden,Alabama,35904,1,10,NA,5,NA,194,Private,Parent,NA,Southeastern Psychiatric Management Inc,United States,Southeastern Psychiatric Management Inc,United States,Hospitals,80630000,Psychiatric hospitals,8063,Psychiatric Hospitals
C1073,Southeastern Regional Medical Center,Lumberton,North Carolina,28358,1,254,NA,370,1400,2000,Nonprofit,Parent,NA,Southeastern Regional Medical Center,United States,Southeastern Regional Medical Center,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1074,"Southeastern Retina Associates, PC",Knoxville,Tennessee,37909,1,16,NA,2,20,221,Private,Parent,NA,"Southeastern Retina Associates, PC",United States,"Southeastern Retina Associates, PC",United States,Physicians and Health Practitioners,80110513,Ophthalmologist,8011,Offices and Clinics of Doctors of Medicine
C1075,"Southern Illinois Healthcare Enterprises, Inc.",Carbondale,Illinois,62901,1,696,NA,1037,410,3493,Nonprofit,Parent,NA,"Southern Illinois Healthcare Enterprises, Inc.",United States,"Southern Illinois Healthcare Enterprises, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1076,"Southern Illinois Medical Services, Nfp",Carbondale,Illinois,62901,1,90,NA,66,1,1,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80119903,"Physical medicine, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C1077,"Southern Jersey Family Medical Centers, Inc.",Hammonton,New Jersey,8037,1,32,NA,25,40,250,Private,Parent,NA,"Southern Jersey Family Medical Centers, Inc.",United States,"Southern Jersey Family Medical Centers, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C1078,"Southern Orthopaedic Specialists, LLC",Atlanta,Georgia,30339,1,12,NA,NA,90,185,Private,Parent,NA,"Southern Orthopaedic Specialists, LLC",United States,"Southern Orthopaedic Specialists, LLC",United States,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
C1079,Southern Regional Medical Center,Riverdale,Georgia,30274,1,253,NA,1,5,5,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1080,"Southern Tier Rural Integrated Performing Provider System, Inc.",Binghamton,New York,13905,1,33,NA,86,38,38,Private,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C1081,Southlight Healthcare,Raleigh,North Carolina,27604,1,9,NA,5,15,150,Nonprofit,Parent,NA,Southlight Healthcare,United States,Southlight Healthcare,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C1082,"Southview Medical Group, P.C.",Birmingham,Alabama,35205,1,24,NA,1,135,135,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110105,"Internal medicine, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C1083,"Southwest Community Health Center, Inc.",Bridgeport,Connecticut,6605,1,25,NA,19,68,80,Private,Parent,NA,"Southwest Community Health Center, Inc.",United States,"Southwest Community Health Center, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C1084,"Southwest Virginia Community Health Systems, Incorporated",Saltville,Virginia,24370,1,12,NA,9,NA,80,Private,Parent,NA,"Southwest Virginia Community Health Systems, Incorporated",United States,"Southwest Virginia Community Health Systems, Incorporated",United States,Outpatient Care,80930000,"Specialty outpatient clinics, nec",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C1085,"Sovereign Medical Group, LLC",Glen Rock,New Jersey,7452,1,15,NA,NA,NA,67,Partnership,Parent,NA,"Sovereign Medical Group, LLC",United States,"Sovereign Medical Group, LLC",United States,Physicians and Health Practitioners,80119905,Surgeon,8011,Offices and Clinics of Doctors of Medicine
C1086,"Spalding Regional Medical Center, Inc.",Griffin,Georgia,30224,1,98,NA,NA,740,772,Private,Subsidiary,NA,Tenet Healthcare Corporation,United States,Tenet Healthcare Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1087,Sparrow Eaton Hospital,Charlotte,Michigan,48813,1,50,NA,70,236,290,Nonprofit,Parent,NA,Sparrow Eaton Hospital,United States,Sparrow Eaton Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1088,Sparrow Specialty Hospital,Lansing,Michigan,48915,1,16,NA,22,130,130,Nonprofit,Subsidiary,NA,Sparrow Health System,United States,Sparrow Health System,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1089,Spaulding Clinical Research,West Bend,Wisconsin,53095,1,13,NA,NA,NA,140,Private,Parent,NA,Spaulding Clinical Research,United States,Spaulding Clinical Research,United States,Diagnostic Laboratories,80710000,Medical laboratories,8071,Medical Laboratories
C1090,Specialty Hospital of Lorain,Amherst,Ohio,44001,1,7,NA,NA,21,21,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1091,"Specialtycare, Inc.",Brentwood,Tennessee,37027,1,103,NA,NA,40,2057,Private,Parent,NA,"Specialtycare, Inc.",United States,"Specialtycare, Inc.",United States,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C1092,"Spectrum Health Services, Inc.",Philadelphia,Pennsylvania,19139,2,7,NA,11,58,77,Nonprofit,Parent,NA,"Spectrum Health Services, Inc.",United States,"Spectrum Health Services, Inc.",United States,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C1093,Spectrum Health System,Grand Rapids,Michigan,49503,1,6884,NA,7098,NA,16996,Private,Parent,NA,Spectrum Health System,United States,Spectrum Health System,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1094,"Spectrum Healthcare Partners, P.A.",South Portland,Maine,4106,1,9,NA,NA,20,50,Private,Parent,NA,"Spectrum Healthcare Partners, P.A.",United States,"Spectrum Healthcare Partners, P.A.",United States,Physicians and Health Practitioners,80110502,Anesthesiologist,8011,Offices and Clinics of Doctors of Medicine
C1095,"Spectrum Orthopaedics, Inc., Canton",North Canton,Ohio,44720,1,10,NA,0,45,45,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
C1096,"Spooner Health System, Inc.",Spooner,Wisconsin,54801,1,20,NA,53,150,150,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1097,"Spotsylvania Medical Center, Inc.",Fredericksburg,Virginia,22408,1,61,NA,NA,500,500,Private,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1098,"Spring View Hospital, LLC",Lebanon,Kentucky,40033,1,32,NA,27,270,270,Private,Subsidiary,NA,"Historic Lifepoint Hospitals, Inc.",United States,"Lifepoint Health, Inc.",United States,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C1099,Springfield Hospital Inc.,Springfield,Vermont,5156,1,50,NA,NA,330,500,Nonprofit,Subsidiary,NA,"Springfield Medical Care Systems, Inc.",United States,"Springfield Medical Care Systems, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1100,"Springfield Medical Care Systems, Inc.",Springfield,Vermont,5156,1,64,NA,18,4,504,Nonprofit,Parent,NA,"Springfield Medical Care Systems, Inc.",United States,"Springfield Medical Care Systems, Inc.",United States,Diagnostic Laboratories,80710000,Medical laboratories,8071,Medical Laboratories
C1101,"St Francis Health, LLC",Columbus,Georgia,31904,1,6,NA,NA,2500,2500,Nonprofit,Subsidiary,NA,"Legacy Lifepoint Health, Inc.",United States,"Lifepoint Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1102,St Joseph Mercy Saline Hospital,Saline,Michigan,48176,1,39,NA,123,1,1,Private,Subsidiary,NA,Trinity Health Corporation,United States,Trinity Health Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1103,St Lawrence Rehabilitation Center,Lawrenceville,New Jersey,8648,1,34,NA,26,400,400,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
C1104,"St Mary's Hospital For Children, Inc.",Bayside,New York,11360,1,90,NA,150,NA,800,Private,Parent,NA,"St Mary's Hospital For Children, Inc.",United States,"St Mary's Hospital For Children, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1105,St. Alexius Medical Center,Hoffman Estates,Illinois,60169,1,359,NA,328,1500,1500,Private,Subsidiary,NA,Alexian Brothers Health System,United States,Ascension Health Alliance,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1106,St. Barnabas Hospital,Bronx,New York,10457,1,315,NA,355,1500,2119,Nonprofit,Subsidiary,NA,"St. Barnabas Community Enterprises, Inc.",United States,"St. Barnabas Community Enterprises, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1107,"St. Camillus Health System, In",Milwaukee,Wisconsin,53226,1,7,NA,NA,26,26,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1108,St. Clair Memorial Hospital,Pittsburgh,Pennsylvania,15243,1,309,NA,674,1499,1500,Nonprofit,Subsidiary,NA,St. Clair Health Corporation,United States,St. Clair Health Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1109,"St. Francis Hospital, Inc.",Greenville,South Carolina,29601,1,653,NA,751,382,2105,Nonprofit,Subsidiary,NA,"Bon Secours Mercy Health, Inc.",United States,"Bon Secours Mercy Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1110,St. James Health and Wellness Inc.,Mc Clellanville,South Carolina,29458,1,6,NA,5,15,74,Private,Parent,NA,St. James Health and Wellness Inc.,United States,St. James Health and Wellness Inc.,United States,Ambulatory Services,80990201,Health screening service,8099,"Health and Allied Services, Not Elsewhere Classified"
C1111,"St. Joseph Hospital & Health Center, Inc.",Kokomo,Indiana,46901,1,161,NA,0,887,900,Nonprofit,Subsidiary,NA,"St. Vincent Health, Inc.",United States,Ascension Health Alliance,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1112,"St. Joseph's Health Services, Inc.",Hillsboro,Wisconsin,54634,1,26,NA,19,NA,200,Nonprofit,Subsidiary,NA,"Gundersen Lutheran Health System, Inc.",United States,"Gundersen Lutheran Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1113,"St. Joseph's Health, Inc.",Paterson,New Jersey,7503,1,828,NA,899,NA,16132,Nonprofit,Parent,NA,"St. Joseph's Health, Inc.",United States,"St. Joseph's Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1114,St. Joseph's Hospital,Elmira,New York,14901,1,43,NA,278,1000,1050,Nonprofit,Subsidiary,NA,Arnot Health Inc,United States,Arnot Health Inc,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C1115,St. Joseph's Hospital of The Hospital Sisters of The Third Order of St. Francis,Chippewa Falls,Wisconsin,54729,1,70,NA,144,600,606,Nonprofit,Subsidiary,NA,Hospital Sisters Health System,United States,Hospital Sisters Health System,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1116,St. Luke's Hospital,Maumee,Ohio,43537,1,177,NA,279,NA,1500,Nonprofit,Subsidiary,NA,McLaren Health Care Corporation,United States,McLaren Health Care Corporation,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C1117,St. Luke's Hospital Association,Jacksonville,Florida,32216,1,84,NA,700,NA,1300,Nonprofit,Parent,NA,St. Luke's Hospital Association,United States,St. Luke's Hospital Association,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1118,St. Margaret's Hospital,Spring Valley,Illinois,61362,1,87,NA,98,546,671,Nonprofit,Parent,NA,St. Margaret's Hospital,United States,St. Margaret's Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1119,St. Mary Medical Center,Langhorne,Pennsylvania,19047,1,540,NA,724,NA,2400,Nonprofit,Subsidiary,NA,Trinity Health Corporation,United States,Trinity Health Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1120,"St. Mary's Health Care System, Inc.",Athens,Georgia,30606,1,285,NA,251,1247,1350,Nonprofit,Subsidiary,NA,Trinity Health Corporation,United States,Trinity Health Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1121,St. Mary's Healthcare,Amsterdam,New York,12010,1,121,NA,172,952,1002,Nonprofit,Subsidiary,NA,Ascension Health,United States,Ascension Health Alliance,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1122,"St. Mary's Hospital, Decatur, of The Hospital Sisters of The Third Order of St. Francis",Decatur,Illinois,62521,1,145,NA,141,NA,1300,Nonprofit,Subsidiary,NA,Hospital Sisters Health System,United States,Hospital Sisters Health System,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1123,"St. Petersburg Free Clinic, Inc.",Saint Petersburg,Florida,33701,1,19,NA,18,21,28,Nonprofit,Parent,NA,"St. Petersburg Free Clinic, Inc.",United States,"St. Petersburg Free Clinic, Inc.",United States,Physicians and Health Practitioners,80110205,Primary care medical clinic,8011,Offices and Clinics of Doctors of Medicine
C1124,Start Treatment and Recovery Centers Inc.,Brooklyn,New York,11201,1,29,NA,24,91,400,Nonprofit,Parent,NA,Start Treatment and Recovery Centers Inc.,United States,Start Treatment and Recovery Centers Inc.,United States,Hospitals,80690102,Drug addiction rehabilitation hospital,8069,"Specialty Hospitals, Except Psychiatric"
C1125,Staten Island University Hospital,Staten Island,New York,10305,1,935,NA,1059,4700,5700,Nonprofit,Subsidiary,NA,"Northwell Health, Inc.",United States,"Northwell Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1126,"Steward Norwood Hospital, Inc.",Norwood,Massachusetts,2062,1,194,NA,41,99,99,Private,Subsidiary,NA,Steward Health Care System LLC,United States,Steward Health Care Holdings LLC,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1127,"Steward St. Elizabeth's Medical Center of Boston, Inc.",Brighton,Massachusetts,2135,1,381,NA,93,99,99,Private,Subsidiary,NA,Steward Health Care System LLC,United States,Steward Health Care Holdings LLC,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1128,"Stone County Hospital, Inc.",Wiggins,Mississippi,39577,1,18,NA,6,43,43,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1129,"Stony Point Surgery Center, LLC",Richmond,Virginia,23235,1,9,NA,NA,20,20,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80119905,Surgeon,8011,Offices and Clinics of Doctors of Medicine
C1130,Straith Hospital For Special Surgery Inc,Southfield,Michigan,48033,1,10,NA,18,155,155,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80690000,"Specialty hospitals, except psychiatric",8069,"Specialty Hospitals, Except Psychiatric"
C1131,"Structural Assessment Holdings, Inc.",New York,New York,10003,1,7,NA,3,39,39,Private,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C1132,"Sturdy Memorial Hospital, Inc.",Attleboro,Massachusetts,2703,1,191,NA,468,1050,1300,Private,Parent,NA,"Sturdy Memorial Hospital, Inc.",United States,"Sturdy Memorial Hospital, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1133,"Suburban Hospital, Inc.",Bethesda,Maryland,20814,1,313,NA,611,1550,1550,Private,Subsidiary,NA,THE JOHNS HOPKINS HEALTH SYSTEM CORPORATION,United States,THE JOHNS HOPKINS HEALTH SYSTEM CORPORATION,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C1134,"Success Rehabilitation, Inc.",Quakertown,Pennsylvania,18951,1,6,NA,1,75,75,Private,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C1135,"Sullivan County Community Hospital Pain Management, LLC",Sullivan,Indiana,47882,1,32,NA,32,275,275,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1136,Summa Health,Akron,Ohio,44304,1,890,NA,115,10,7431,Nonprofit,Parent,NA,Summa Health,United States,Summa Health,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1137,Summit Health,Chambersburg,Pennsylvania,17201,1,354,NA,788,1797,2968,Nonprofit,Parent,NA,Summit Health,United States,Summit Health,United States,Ambulatory Services,80999901,Childbirth preparation clinic,8099,"Health and Allied Services, Not Elsewhere Classified"
C1138,"Summit Healthcare Management, LLC",Franklin,Tennessee,37067,1,33,NA,NA,NA,841,Private,Parent,NA,"Summit Healthcare Management, LLC",United States,"Summit Healthcare Management, LLC",United States,Hospitals,80690102,Drug addiction rehabilitation hospital,8069,"Specialty Hospitals, Except Psychiatric"
C1139,"Summit Radiology, P.C.",Fort Wayne,Indiana,46804,1,15,NA,1,99,99,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110519,Radiologist,8011,Offices and Clinics of Doctors of Medicine
C1140,"Suncoast Communities Blood Bank, Inc.",Sarasota,Florida,34236,1,15,NA,9,40,105,Nonprofit,Parent,NA,"Suncoast Communities Blood Bank, Inc.",United States,"Suncoast Communities Blood Bank, Inc.",United States,Ambulatory Services,80990101,Blood bank,8099,"Health and Allied Services, Not Elsewhere Classified"
C1141,"Suncoast Community Health Centers, Inc.",Riverview,Florida,33579,1,39,NA,38,80,205,Nonprofit,Parent,NA,"Suncoast Community Health Centers, Inc.",United States,"Suncoast Community Health Centers, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C1142,"Sunlink Health Systems, Inc.",Atlanta,Georgia,30339,8,48,0,28,NA,1851,Public,Parent,SSY,"Sunlink Health Systems, Inc.",United States,"Sunlink Health Systems, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1143,"Sunrise Medical Laboratories, Inc.",Hicksville,New York,11801,1,46,NA,11,260,500,Private,Subsidiary,NA,"Sonic Healthcare Usa, Inc.",United States,SONIC HEALTHCARE LIMITED,Australia,Diagnostic Laboratories,80710100,Testing laboratories,8071,Medical Laboratories
C1144,"Surgery Partners, Inc.",Brentwood,Tennessee,37027,13,1831,55,5313,NA,11000,Public,Subsidiary,SGRY,Bcpe Seminole Holdings LP,United States,Bcpe Seminole Holdings LP,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1145,Surgical Associates Svc,Wausau,Wisconsin,54401,1,7,NA,NA,NA,35,Partnership,Parent,NA,Surgical Associates Svc,United States,Surgical Associates Svc,United States,Physicians and Health Practitioners,80119905,Surgeon,8011,Offices and Clinics of Doctors of Medicine
C1146,"Surgical Solutions, LLC",Deerfield,Illinois,60015,1,26,NA,NA,170,170,Private,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C1147,Sweetwater Hospital Association,Sweetwater,Tennessee,37874,1,55,NA,83,550,550,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1148,Sylacauga Health Care Authority,Sylacauga,Alabama,35150,1,67,NA,53,560,560,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1149,"Syracuse Orthopedic Specialists, P.C.",East Syracuse,New York,13057,1,35,NA,NA,NA,365,Private,Parent,NA,"Syracuse Orthopedic Specialists, P.C.",United States,"Syracuse Orthopedic Specialists, P.C.",United States,Physicians and Health Practitioners,80119904,"Physicians' office, including specialists",8011,Offices and Clinics of Doctors of Medicine
C1150,"T K Group, Inc.",Cherry Valley,Illinois,61016,1,10,NA,3,35,35,Private,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80990202,Hearing testing service,8099,"Health and Allied Services, Not Elsewhere Classified"
C1151,T.J. Samson Community Hospital,Glasgow,Kentucky,42141,1,170,NA,109,948,1200,Nonprofit,Parent,NA,T.J. Samson Community Hospital,United States,T.J. Samson Community Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1152,"Tallahassee Orthopedic Center, L.C.",Tallahassee,Florida,32308,1,14,NA,NA,65,65,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
C1153,"Tampa Family Health Centers, Inc.",Tampa,Florida,33612,1,52,NA,61,NA,100,Nonprofit,Parent,NA,"Tampa Family Health Centers, Inc.",United States,"Tampa Family Health Centers, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C1154,"Tanner Medical Group, Inc.",Carrollton,Georgia,30117,1,42,NA,NA,5,5,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1155,"Tapestry Health Systems, Inc.",Springfield,Massachusetts,1103,1,10,NA,1,25,124,Nonprofit,Parent,NA,"Tapestry Health Systems, Inc.",United States,"Tapestry Health Systems, Inc.",United States,Outpatient Care,80930303,Family planning clinic,8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C1156,"Tarpon Springs Hospital Foundation, Inc.",Tarpon Springs,Florida,34689,1,108,NA,46,690,1600,Nonprofit,Parent,NA,"Tarpon Springs Hospital Foundation, Inc.",United States,"Tarpon Springs Hospital Foundation, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1157,Taylor County Hospital District Health Facilites Corporation,Campbellsville,Kentucky,42718,1,86,NA,97,NA,800,Nonprofit,Parent,NA,Taylor County Hospital District Health Facilites Corporation,United States,Taylor County Hospital District Health Facilites Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1158,"Taylor Regional Hospital, Inc.",Hawkinsville,Georgia,31036,1,34,NA,17,550,642,Nonprofit,Parent,NA,"Taylor Regional Hospital, Inc.",United States,"Taylor Regional Hospital, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1159,Tcr2 Therapeutics Inc.,Cambridge,Massachusetts,2142,12,7,-47,261,NA,46,Public,Parent,TCRR,Tcr2 Therapeutics Inc.,United States,Tcr2 Therapeutics Inc.,United States,Physicians and Health Practitioners,80490200,Physical therapist,8049,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified"
C1160,"Team Health, LLC",Knoxville,Tennessee,37919,1,62,NA,NA,325,562,Private,Subsidiary,NA,"Team Health Holdings, Inc.",United States,"Tennessee Parent, Inc.",United States,Ambulatory Services,80990200,Physical examination and testing services,8099,"Health and Allied Services, Not Elsewhere Classified"
C1161,"Teladoc Health, Inc.",Purchase,New York,10577,19,553,-109,3449,NA,2000,Public,Parent,TDOC,"Teladoc Health, Inc.",United States,"Teladoc Health, Inc.",United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
C1162,"Tennessee Oncology, Pllc",Nashville,Tennessee,37203,1,93,NA,NA,100,600,Private,Parent,NA,"Tennessee Oncology, Pllc",United States,"Tennessee Oncology, Pllc",United States,Physicians and Health Practitioners,80110108,Oncologist,8011,Offices and Clinics of Doctors of Medicine
C1163,"Terre Haute Regional Hospital, L.P.",Terre Haute,Indiana,47802,1,121,NA,68,10,825,Partnership,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1164,The Bedford Stuyvesant Family Health Center Inc,Brooklyn,New York,11216,2,25,NA,37,NA,125,Nonprofit,Parent,NA,The Bedford Stuyvesant Family Health Center Inc,United States,The Bedford Stuyvesant Family Health Center Inc,United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C1165,The Bellevue Hospital,Bellevue,Ohio,44811,1,50,NA,72,NA,400,Nonprofit,Parent,NA,The Bellevue Hospital,United States,The Bellevue Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1166,The Bethany Circle of King's Daughters' of Madison Indiana Inc,Madison,Indiana,47250,1,102,NA,243,760,1000,Nonprofit,Parent,NA,The Bethany Circle of King's Daughters' of Madison Indiana Inc,United States,The Bethany Circle of King's Daughters' of Madison Indiana Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C1167,The Bleeding & Clotting Disorders Institute,Peoria,Illinois,61615,2,28,NA,14,16,16,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110105,"Internal medicine, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
